,All Ages,PCON18CD,geometry,wd18cd,constituency
0,4194,E14000926,"POLYGON ((350667.1032999996 312649.8043000009, 350673.3036000002 312649.6043999996, 350693.9987000003 312648.0047999993, 350714.3969999999 312646.6952, 350731.2004000004 312645.2956000008, 350752.2994999997 312644.0958999991, 350770.8014000002 312642.7962999996, 350796.8969999999 312641.0967999995, 350817.6993000004 312639.7971999999, 350844.6030000001 312638.1975999996, 350866.3039999995 312636.4980999995, 350883.8989000004 312635.4984000009, 350906.6964999996 312633.8989000004, 350929.1973000001 312632.3992999997, 350962.7959000003 312630.2999000009, 350999.9976000004 312627.8005999997, 350999.9976000004 312627.9005999994, 351018.4006000003 312626.6009, 351036.0038000001 312625.5012999997, 351048.5033 312624.7015000004, 351069.2973999996 312623.4019000009, 351085.9029000001 312622.3022000007, 351105.6003999999 312621.0024999995, 351130.6983000003 312619.3029999994, 351151.8964 312618.0033999998, 351177.7034 312616.1039000005, 351209.8014000002 312614.1044999994, 351238.9972000001 312612.1951000001, 351265.8019000003 312610.3956000004, 351297.7019999996 312608.2961999997, 351326.8978000004 312606.3967000004, 351355.0959000001 312604.4973000009, 351379.6002000002 312602.4978, 351408.3013000004 312600.0985000003, 351435.5017999997 312597.4992999993, 351469.6032999996 312594.0002999995, 351500.0028999997 312590.9012000002, 351512.8980999999 312589.6015000008, 351560.1010999996 312584.2030999996, 351612.3995000003 312577.6050000004, 351655.8015000001 312571.8966000006, 351692.5992000001 312566.7981000002, 351729.3969999999 312561.2995999996, 351769.5009000003 312555.6012999993, 351800.6013000002 312550.7027000003, 351834.8017999995 312545.0043000001, 351865.0034999996 312539.9956999999, 351865.4982000003 312539.8958000001, 351947.7013999997 312527.8991999999, 351948.1961000003 312526.7994999997, 351956.5979000004 312509.1045999993, 351963.6968999999 312492.6993000004, 351968.8995000003 312483.2019999996, 351973.3024000004 312476.4038999993, 351978.1999000004 312469.8958000001, 351984.7960000001 312462.3979000002, 351991.9031999996 312455.3999000005, 352004.7984999996 312445.0029000007, 352045.8011999996 312417.3008999992, 352094.7026000004 312388.0991999991, 352133.0998999998 312359.2974999994, 352163.4005000005 312327.6964999996, 352197.8978000004 312297.6951000001, 352222.5999999996 312269.2031999994, 352232.4034000002 312252.9978999998, 352246.8981999997 312228.3049999997, 352260.9972999999 312200.8027999997, 352266.2988 312186.3969000001, 352271.5015000002 312172.3010000009, 352273.7028999999 312163.1035999991, 352274.0987 312139.4003999997, 352274.9973999998 312130.0031000003, 352275.8960999995 312119.7960000001, 352276.8031000001 312110.7985999994, 352275.8960999995 312095.2030999996, 352271.8971999995 312075.9985000007, 352266.9996999996 312065.7015000004, 352260.7004000004 312055.9043000005, 352252.1997999996 312045.0974000003, 352237.4988000002 312026.4026999995, 352221.3962000003 312008.4978999998, 352203.9992000004 312008.4978999998, 352196.8011999996 312009.9974000007, 352190.3041000003 312005.4987000003, 352163.9034000002 312005.7985999994, 352111.7039000001 312008.1980000008, 352095.2962999996 312009.4976000004, 352000.4039000003 312016.8955000006, 351991.5981000001 312018.3949999996, 351987.6982000005 312019.1048000008, 351983.9961999999 312019.5046999995, 351964.1009 312020.0045999996, 351951.1973000001 312020.8043000009, 351945.6979 312023.2037000004, 351932.1018000003 312028.4022000004, 351920.5998999998 312032.5010000002, 351911.1015999997 312036.1998999994, 351899.3028999995 312041.1984999999, 351887.0012999997 312047.3967000004, 351871.6984999999 312055.3045000006, 351855.2989999996 312064.2018999998, 351840.1034000004 312071, 351834.0020000003 312073.4992999993, 351821.6014999999 312075.8986000009, 351804.8969999999 312078.4978, 351789.0005000001 312080.5972000007, 351777.4985999996 312083.2964999992, 351754.0992000001 312088.6049000006, 351734.2038000003 312093.2036000006, 351719.4039000003 312094.6031999998, 351699.6982000005 312095.4030000009, 351688.6003999999 312096.6027000006, 351678.7970000003 312097.9023000002, 351671.6979999999 312098.8019999992, 351661.3998999996 312100.6015000008, 351644.9016000004 312103.2007999998, 351629.1040000003 312105.4001000002, 351617.2971000001 312107.1995999999, 351606.2982000001 312108.5991999991, 351595.1014 312109.9988000002, 351588.1013000002 312110.2986999992, 351582.1979 312110.0987999998, 351576.8963000001 312109.6988999993, 351570.0033999998 312108.7992000002, 351562.7972999997 312107.9993999992, 351555.0964000002 312107.1995999999, 351550.0009000003 312107.5995000005, 351545.3011999996 312107.4995000008, 351539.3978000004 312108.3992999997, 351535.0031000003 312109.3990000002, 351530.3035000004 312110.0987999998, 351522.0006999997 312112.0982000008, 351514.3986999998 312114.0976, 351506.7967999997 312116.7969000004, 351501.5034999996 312117.4967, 351495.5011 312117.1967999991, 351485.2029999997 312115.5972000007, 351472.5963000003 312114.7973999996, 351462.1003 312114.0976, 351457.7964000003 312112.9979999997, 351445.7998000002 312108.3992999997, 351429.9034000002 312102.9008000009, 351412.5970000001 312097.3025000002, 351396.5026000002 312091.8039999995, 351362.0959999999 312080.5972000007, 351332.1994000003 312072.0997000001, 351300.0023999996 312062.5023999996, 351289.6961000003 312059.7031999994, 351245.5026000002 312047.2968000006, 351244.1997999996 312047.0967999995, 351225.0959999999 312044.2975999992, 351216.8015000001 312044.0976999998, 351201.0039999997 312042.5980999991, 351193.5998999998 312042.5980999991, 351184.8024000004 312043.5977999996, 351175.7988 312044.5975000001, 351158.8964 312047.9966000002, 351040.7034999998 312082.5966999996, 351002.8009000001 312094.2032999992, 350981.3968000002 312099.8016999997, 350959.4978999998 312105.6000999995, 350938.3987999996 312110.6985999998, 350916.7966999998 312115.3972999994, 350886.7022000002 312120.9956999999, 350865.801 312124.4046999998, 350852.4028000003 312125.9043000005, 350830.2977999998 312126.0042000003, 350813.0986000001 312125.7042999994, 350798.4966000002 312124.0047999993, 350785.5023999996 312121.7953999992, 350773.1018000003 312118.5964000002, 350737.2028000001 312109.4989999998, 350710.5959999999 312102.2009999994, 350696.4968999997 312098.2021999992, 350689.4968999997 312096.3026999999, 350685.3991 312094.7031999994, 350682.1009999998 312092.3038999997, 350678.5969000002 312088.5050000008, 350675.1999000004 312084.3960999995, 350669.9972999999 312077.5980999991, 350666.4024999999 312071.6997999996, 350662.8982999995 312064.4019000009, 350660.3010999998 312057.4038999993, 350643.2008999996 312028.8021000009, 350611.6964999996 312008.4978999998, 350552.8020000001 311975.4973000009, 350518.1974999998 311956.1029000003, 350465.2971999999 311926.9012000002, 350417.6984000001 311899.7990000006, 350377.7016000003 311877.7952999994, 350335.2972999997 311854.8018999994, 350319.2028999999 311884.7032999992, 350315.0969000002 311897.8994999994, 350313.9013999999 311911.8955000006, 350313.2994999997 311926.0014999993, 350312.7965000002 311947.3954000007, 350312.9036999997 311959.2019999996, 350313.4972999999 311970.9986000005, 350314.6021999996 311982.5953000002, 350316.0038000001 311994.102, 350317.2982999999 312002.6995000001, 350318.4031999996 312010.3972999994, 350320.0027000001 312017.8951999992, 350298.1037999997 312024.1033999994, 350276.8975 312034.2005000003, 350261.2978999997 312044.2975999992, 350231.5001999997 312059.2034000009, 350116.3002000004 312132.8023000006, 350104.5015000002 312144.7989000008, 350046.7037000004 312192.2952999994, 350029.6034000004 312210.0001999997, 350002.6008000001 312238.3021000009, 349986.4982000003 312254.3975000009, 349967.3037 312287.0980999991, 349957.3025000002 312303.1034999993, 349954.1034000004 312307.8022000007, 349947.3011999996 312314.2004000004, 349941.3976999996 312317.2994999997, 349933.3010999998 312321.5982000008, 349926.4989 312321.4982999992, 349921.4035 312319.7988000009, 349914.0982999997 312315.2000999991, 349903.6024000002 312310.8013000004, 349887.2029999997 312296.8953000009, 349820.4014999997 312250.4986000005, 349819.7995999996 312249.9987000003, 349799.0961999996 312279.2004000004, 349767.8969000001 312329.3959999997, 349752.8991999999 312353.9989999998, 349740.8036000002 312376.5024999995, 349736.4996999996 312385.1999999993, 349728.7988 312402.1952, 349718.4018000001 312428.0977999996, 349577.3041000003 312361.2969000004, 349545.0988999996 312412.9021000005, 349514.1963999998 312491.2996999994, 349505.8028999995 312519.6016000006, 349500.4024 312544.8044000007, 349497.0960999997 312570.3969999999, 349495.8016999997 312594.8000000007, 349496.4035 312618.2032999992, 349497.5000999998 312628.8003000002, 349500.6991999997 312649.9043000005, 349507.1963 312676.0967999995, 349511.8959999997 312699.5000999998, 349515.9030999998 312714.6956999991, 349520.5038999999 312729.6015000008, 349529.6971000005 312753.3047000002, 349537.9008999998 312770.7996999994, 349566.1979999999 312816.4966000002, 349582.5974000003 312835.4012000002, 349609.1960000005 312805.4997000005, 349641.7970000003 312765.9011000004, 349652.1032999996 312755.5040000007, 349661.5026000002 312746.1966999993, 349682.9974999996 312728.3017999995, 349698.3004000001 312719.3044000007, 349712.3994000005 312712.5963000003, 349737.4973999998 312703.4989, 349758.1018000003 312697.8005999997, 349775.301 312694.7014000006, 349786.0031000003 312693.6018000003, 349802.8971999995 312693.6018000003, 349817.1034000004 312695.6011999995, 349845.7962999996 312698.4003999997, 349859.9035999998 312700.0998999998, 349872.1968999999 312700.0998999998, 349894.6977000004 312700.0998999998, 349911.6001000004 312699.5000999998, 349931.8994000005 312698.4003999997, 349958.8031000001 312696.7008999996, 349981.4028000003 312695.3013000004, 350009.4029999999 312693.5018000007, 350031.2028999999 312692.602, 350048.5999999996 312692.5021000002, 350065.8981999997 312691.3024000004, 350097.3036000002 312688.9031000007, 350106.6040000003 312688.0033999998, 350153.4029999999 312683.8046000004, 350166.0014000004 312683.0047999993, 350184.6023000004 312681.6952, 350203.4009999996 312680.4955000002, 350226.9983999999 312678.6960000005, 350246.9019999998 312677.5963000003, 350264.0022 312676.4967, 350277.4005000005 312675.6969000008, 350325.9968999997 312672.2979000006, 350376.7039999999 312669.0987999998, 350426.1990999999 312665.6996999998, 350439.2015000004 312664.9000000004, 350467.8037 312663.0004999992, 350470.6977000004 312662.9005999994, 350524.7028000001 312659.3015999999, 350550.6005999995 312657.5021000002, 350556.2978999997 312657.1021999996, 350567.5028999997 312656.5023999996, 350583.2015000004 312655.5026999991, 350623.2972999997 312652.7035000008, 350637.6025 312651.7038000003, 350656.4012000002 312650.6041000001, 350667.1032999996 312649.8043000009))",E05008136,#C32DA7
1,4693,E14000926,"POLYGON ((349819.9974999996 313988.3012000006, 349816.0975000001 313977.7041999996, 349808.9984999998 313960.9989999998, 349799.6980999997 313938.7952999994, 349790.0018999996 313915.9019000009, 349777.7002999997 313887.9999000002, 349764.6978000002 313860.2978000008, 349754.8037999999 313840.2036000006, 349743.5987 313817.8000000007, 349723.7034 313780.5006000008, 349706.801 313749.3994999994, 349692.8009000001 313725.0965, 349674.9998000003 313693.9954000004, 349661.9973999998 313671.8017999995, 349648.5001999997 313649.3981999997, 349641.4012000002 313637.5015999991, 349635.0029999996 313626.8046000004, 349618.7024999997 313600.5022, 349613.9039000003 313592.2045000009, 349608.0004000003 313582.3972999994, 349592.9036999997 313556.6046999991, 349583.9990999997 313540.4992999993, 349568.9024 313511.8975000009, 349552.4040000001 313480.1965999994, 349543.2024999997 313460.7021999992, 349531.7995999996 313436.1992000006, 349523.2988999998 313417.2046000008, 349516.9007999999 313402.3989000004, 349504.0961999996 313372.3975000009, 349500.6003 313363.7999000009, 349495.4966000002 313351.5033999998, 349488.1996999998 313333.3986000009, 349482.6013000002 313320.6022999994, 349475.9970000004 313304.7968000006, 349471.1984000001 313292.7003000006, 349466.3008000003 313281.7034000009, 349459.5976 313265.2981000002, 349454.6010999996 313253.3015999999, 349450.9979999997 313246.4035, 349429.5031000003 313192.0990999993, 349417.9023000002 313168.6958000008, 349413.9035 313159.0985000003, 349407.2001999998 313139.6041000001, 349400.9999000002 313115.1010999996, 349400.9999000002 313114.7011999991, 349398.8975 313093.4973000009, 349398.5016999999 313074.0029000007, 349400.0022999998 313053.9986000005, 349402.0965 313041.2022999991, 349390.6029000003 313063.3958999999, 349373.4036999997 313102.1048000008, 349365.8017999995 313123.3987000007, 349359.5026000002 313144.8026000001, 349350.4000000004 313176.3036000002, 349332.9040000001 313236.6963, 349302.1994000003 313341.3962999992, 349280.8033999996 313413.9956, 349267.801 313457.4031000007, 349265.0965999998 313466.5004999992, 349256.8021 313491.1034999993, 349247.1966000004 313518.2957000006, 349239.0998999998 313541.1991000008, 349229.4036999997 313569.1011999995, 349227.4990999997 313574.4996000007, 349217.1020999998 313603.5012999997, 349204.7015000004 313639.0011, 349192.5977999996 313673.9012000002, 349183.0005000001 313701.0033999998, 349173.4033000004 313728.3956000004, 349160.3019000003 313765.6049000006, 349148.0992000001 313800.5048999991, 349137.1991999997 313831.1961000003, 349124.6996999998 313866.6960000005, 349114.4016000004 313896.4974000007, 349105.0022999998 313922.5, 349095.9985999996 313948.3026000001, 349082.4024999999 313987.9013, 349067.9983999999 314028.8994999994, 349043.7001999998 314097.3999000005, 349008.0980000002 314198.9009000007, 348986.8010999998 314260.7031999994, 348909.6025 314480.1004000008, 348870.6034000004 314590.4988000002, 348847.6985999998 314655.5001999997, 348817.2991000004 314742.1953999996, 348775.3976999996 314860.9013999999, 348732.0038999999 314984.7959000003, 348702.7010000004 315069.3016999997, 348663.2977999998 315182.4992999993, 348623.4989 315296.3967000004, 348580.2040999997 315419.9013999999, 348564.5961999996 315464.7984999996, 348545.5005999999 315520.4025999997, 348521.4993000003 315590.3026000001, 348512.8997 315614.3957000002, 348504.8030000003 315637.6989999991, 348521.4993000003 315642.8975000009, 348492.3035000004 315722.2048000004, 348478.7981000002 315754.5955999997, 348464.0971999997 315799.9025999997, 348450.1960000005 315838.5014999993, 348439.7989999996 315867.9031000007, 348399.9011000004 315964.7953999992, 348375.6029000003 316036.9047999997, 348360.9019999998 316073.4043000005, 348326.0005999999 316174.7952999994, 348311.3986 316218.2028999999, 348308.0016999999 316230.7993000001, 348278.2039999999 316318.9039999992, 348250.0965999998 316396.9016999993, 348250.2038000003 316396.8016999997, 348249.1979 316399.7008999996, 348255.2002999997 316400.2007999998, 348253.6996999998 316413.7969000004, 348248.2992000002 316419.0954, 348234.2001 316425.9034000002, 348183.7981000002 316601.3032000009, 348175.3963000001 316629.3951999992, 348164.4963999996 316680.1006000005, 348161.6024000002 316685.9989999998, 348168.7013999997 316694.7963999994, 348170.3009000001 316698.5953000002, 348175.0005999999 316709.5022, 348177.4988000002 316717.0000999998, 348182.9983000001 316743.5024999995, 348191.6968 316788.5996000003, 348213.6040000003 316804.7050000001, 348240.9034000002 316819.4008000009, 348259.7021000003 316832.4969999995, 348277.0001999997 316844.6035999991, 348279.4984999998 316848.5023999996, 348284.8990000002 316856.8001000006, 348288.2960000001 316876.5044, 348287.4961999999 316922.6011999995, 348265.2016000003 316990.2018999998, 348276.0026000002 317001.0987999998, 348365.0987 317048.4952000007, 348399.9011000004 317070.2989000008, 348428.8000999996 317082.4955000002, 348441.3985000001 317088.8037, 348590.7989999996 317189.5047999993, 348592.3986 317195.1031999998, 348593.7012999998 317199.5020000003, 348594.5999999996 317202.1011999995, 348628.9983999999 317208.3993999995, 348708.0026000002 317224.6048000008, 348769.5025000004 317236.0014999993, 348797.5027000001 317240.8001000006, 348772.3964999998 317294.6046999991, 348770.7969000004 317298.1037000008, 348783.7993999999 317304.9017999992, 348817.398 317323.5964000002, 348868.0969000002 317352.2982000001, 348900.9040000001 317353.0979999993, 348902.9983000001 317345.1002999991, 348906.7002999997 317335.5030000005, 348918.9029999999 317332.5039000008, 348958.2978999997 317333.0036999993, 348975.4971000003 317335.9028999992, 349007.3971999995 317328.8049999997, 349064.0985000003 317322.0968999993, 349102.7018999998 317313.1994000003, 349118.2026000004 317310.7000999991, 349136.2016000003 317313.1994000003, 349167.5987999998 317336.5026999991, 349182.3986 317354.7974999994, 349185.3009000001 317353.5978999995, 349219.3035000004 317340.1017000005, 349266.6961000003 317315.7986999992, 349288.9001000002 317310.7000999991, 349318.6977000004 317306.9012000002, 349331.7001999998 317308.2007999998, 349342.5011999998 317309.9003999997, 349362.8005999997 317313.1994000003, 349382.1023000004 317315.8986000009, 349398.8975 317318.2980000004, 349404.9988000002 317317.9979999997, 349426.0979000004 317316.9982999992, 349458.4020999996 317311.0999999996, 349476.9040000001 317315.2988000009, 349483.2032000003 317321.1971000005, 349487.8038999997 317325.7958000004, 349498.2999 317337.2025000006, 349505.0031000003 317344.3004999999, 349516.8017999995 317333.8035000004, 349535.6005999995 317327.4953000005, 349572.1014999999 317327.4953000005, 349592.3019000003 317329.2048000004, 349636.2975000003 317340.5015999991, 349677.9020999996 317349.6989999991, 349703.4040999999 317360.5958999991, 349706.3969999999 317361.8955000006, 349706.9989 317362.8951999992, 349710.9978 317369.5033, 349724.1980999997 317374.6018000003, 349731.6021999996 317377.4010000005, 349745.8002000004 317392.4967, 349758.9016000004 317415.3002000004, 349763.8980999999 317423.9977000002, 349781.1962000001 317433.2949999999, 349803.3011999996 317442.4024, 349798.1974999998 317359.5961000007, 349795.3035000004 317263.4036999997, 349798.7005000003 317131.9013, 349794.0997000001 317075.2974999994, 349780.6025999999 317005.4975000005, 349769.1007000003 316936.9970999993, 349760.7978999997 316845.4033000004, 349757.3020000001 316812.5026999991, 349744.1017000005 316747.1015000008, 349741.4961999999 316716.8001000006, 349741.4961999999 316715.9003999997, 349744.9013999999 316692.7970000003, 349749.4031999996 316674.0023999996, 349749.6010999996 316673.3026000001, 349755.7024999997 316661.9957999997, 349764.5 316648.4997000005, 349773.0005999999 316639.7021999992, 349785.5991000002 316628.3954000007, 349785.2033000002 316609.0010000002, 349783.4966000002 316597.6042999998, 349782.2021000003 316586.2974999994, 349777.6014 316571.1018000003, 349770.8980999999 316556.5960000008, 349769.1995999999 316552.1973000001, 349766.6024000002 316542.5, 349764.9040000001 316530.9033000004, 349765.7037000004 316484.9965000004, 349770.9971000003 316439.7993999999, 349771.9040000001 316402.8000000007, 349771.5990000004 316378.0971000008, 349770.9971000003 316353.2041999996, 349768.1030000001 316295.7006999999, 349759.2972999997 316232.7986999992, 349752.5033999998 316175.9049999993, 349734.7023 316049.2011999991, 349725.5007999996 315989.2983999997, 349723.3982999995 315937.7030999996, 349723.5961999996 315907.7017000001, 349723.8022999996 315877.4003999997, 349722.6974999998 315761.4035999998, 349732.8965999996 315757.9046, 349744.2995999996 315753.9956999999, 349755.9003999997 315749.9968999997, 349772.2007999998 315744.6984000001, 349796.6968999999 315735.4011000004, 349814.9019999998 315728.4031000007, 349829.7018999998 315722.3048, 349838.1036 315718.1960000005, 349855.2039000001 315707.7990000006, 349863.0037000002 315703.6001999993, 349874.7034 315695.7024000008, 349885.0015000002 315688.7043999992, 349892.9992000004 315682.5962000005, 349907.4034000002 315670.0998, 349914.2961999997 315663.8015999999, 349922.0960999997 315656.3037, 349931.7015000004 315646.1965999994, 349939.7982000001 315635.8994999994, 349948.3978000004 315624.4027999993, 349955.8019000003 315614.4956999999, 349961.7960000001 315605.2982999999, 349968.2023999998 315594.1015000008, 349975.4993000003 315579.4956999999, 349981.3037999999 315566.1995000001, 349985.6984999999 315552.0035999995, 349994.801 315522.602, 350003.4006000003 315495.0998, 350005.7999 315486.2024000008, 350007.2016000003 315475.8953000009, 350008.6031999998 315464.8984999992, 350008.9001000002 315457.1007000003, 350008.9001000002 315451.6022999994, 350009.3041000003 315436.4966000002, 350009.3041000003 315430.6983000003, 350009.8976999996 315425.1998999994, 350008.9001000002 315402.9962000009, 350004.8022999996 315383.5018000007, 349994.8998999996 315341.4037999995, 349985.5994999995 315295.1971000005, 349977.7006999999 315258.3976000007, 349968.3014000002 315207.5022, 349951.3000999996 315116.6982000005, 349947.9030999998 315098.2035000008, 349944.3989000004 315080.1985999998, 349941.3976999996 315062.2038000003, 349940.1032999996 315051.7967000008, 349938.8995000003 315041.4997000005, 349938.0997000001 315031.1027000006, 349937.5968000004 315019.9957999997, 349937.3989000004 315008.7990000006, 349937.4978 315000.0015999991, 349937.4978 314995.5029000007, 349938.0997000001 314982.0966999996, 349938.8004999999 314973.8990000002, 349939.4024 314965.7014000006, 349939.7982000001 314958.4035, 349940.4989999998 314952.1952, 349941.2988 314945.3971999995, 349942.2965000002 314939.8988000005, 349943.5992000001 314933.3006999996, 349944.8028999995 314928.1020999998, 349945.2977 314925.6029000003, 349945.8995000003 314923.2035000008, 349946.0974000003 314922.4037999995, 349946.7982999999 314919.5045999996, 349941.6039000005 314918.6049000006, 349935.8982999995 314917.4952000007, 349926.8039999995 314916.3955000006, 349924.9983000001 314916.0955999997, 349923.2998000002 314915.7957000006, 349921.0983999996 314915.1958000008, 349917.8004000001 314914.8958999999, 349914.9971000003 314915.1958000008, 349910.0994999995 314916.0955999997, 349892.6035000002 314917.3951999992, 349889.3960999995 314917.3951999992, 349882.0003000004 314916.5954, 349876.8965999996 314916.0955999997, 349874.7034 314915.1958000008, 349873.4996999996 314913.7961999997, 349873.1039000005 314912.5965999998, 349872.1968999999 314909.4975000005, 349871.2982000001 314906.1984000001, 349870.3005999997 314903.0993000008, 349869.2039999999 314900.8000000007, 349867.9013 314899.1004000008, 349866.5985000003 314897.7007999998, 349865.0979000004 314896.6011999995, 349863.6963 314895.9013999999, 349861.3958999999 314895.0015999991, 349858.0979000004 314894.1019000001, 349855.5996000003 314893.9019000009, 349842.2013999997 314892.3024000004, 349817.2023999998 314889.0033, 349780.7015000004 314882.5952000003, 349757.0959000001 314877.0966999996, 349766.0005999999 314866.8997000009, 349782.4989 314849.8046000004, 349783.7027000003 314844.2960999999, 349787.0997000001 314829.4003999997, 349788.8970999997 314829.5003999993, 349788.9960000003 314828.7006000001, 349791.1974999998 314813.0951000005, 349791.4035999998 314811.7953999992, 349786.4978 314811.0955999997, 349783.1008000001 314810.8957000002, 349785.0960999997 314788.8019999992, 349783.6037999997 314788.7019999996, 349780.8994000005 314788.4021000005, 349782.2021000003 314784.2032999992, 349784.2962999996 314784.6031999998, 349784.7993000001 314784.8032000009, 349790.9995999997 314764.4989999998, 349783.2987000002 314759.9002999999, 349791.5025000004 314746.3041999992, 349794.6026999997 314745.8043000009, 349797.7028000001 314746.1041999999, 349813.7971999999 314712.6038000006, 349817.5981000001 314702.2968000006, 349820.8962000003 314692.2995999996, 349823.9962999998 314673.2950999998, 349826.2966999998 314646.3027999997, 349839.5959999999 314648.5022, 349814.8031000001 314631.6970000006, 349816.5016000001 314622.8994999994, 349809.0975000001 314620.8001000006, 349810.2023 314608.1037000008, 349814.1021999996 314588.7993000001, 349813.4013999999 314572.6039000005, 349810.9031999996 314550.8001000006, 349807.7040999997 314514.0007000007, 349807.0032000002 314510.4016999993, 349808.0009000003 314510.4016999993, 349791.4035999998 314430.4046, 349780.7015000004 314419.6976999994, 349780.2975000003 314402.1027000006, 349775.3998999996 314374.0008000005, 349769.3975 314351.4971999992, 349758.4974999996 314315.5975000001, 349756.4033000004 314308.8993999995, 349749.7001 314268.2009999994, 349744.3985000001 314240.9988000002, 349742.9967999998 314228.4024, 349743.4998000003 314214.2964999992, 349744.4973999998 314200.3004999999, 349747.4985999996 314187.3041999992, 349751.0027999999 314174.7978000008, 349762.0016999999 314153.5039000008, 349781.5012999997 314086.5030000005, 349805.7994999997 314005.6962000001, 349802.1963999998 313998.2982999999, 349802.1963999998 313998.1983000003, 349809.0975000001 313993.0998, 349819.9974999996 313988.3012000006))",E05008139,#C32DA7
