3,4,14,16,20,21
9,16,20
9,19,20
0,4,6,10,12,18,20
0,3,12,15,16
8,10,17,20
3,10,13,18
9,16,19,21
5,15,16,17,20
1,2,7,19,20
3,5,6,11,12,13,17,20
10,13,20
3,4,10,15,17
6,10,11
0,19,20,21
4,8,12,16,17
0,1,4,7,8,15,20,21
5,8,10,12,15
3,6,20
2,7,9,14,20,21
0,1,2,3,5,8,9,10,11,14,16,18,19
0,7,14,16,19
